Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
string,time,discrete,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,discrete
meta title=True,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
"Come and expose India in this trend #FalseIndianMedia at 11AM and show it to the world that how much FilthyIndia  is.
India is garbage. And Indian Media is rubbish. Indian media is a piece of shit.
@WeTeamISP https://t.co/S853iD9rP8",2020-10-24 03:54:21,en,,15.0,33.0,,Pʀɩŋcɘs’oʆ Hɘɭɭ,"Senior admin @TeamISPOfficial |Admin PYF |
 Social Media head of @HFFoundation_| 
Ex core member of @MillionSmilespk|
social media influncer @MillionSmilespk|",37092.0,8614.0,1644.0,2150.0,1.0,False,,,@bn_ti12
#communistchina is threatening Indian media @WIONews ! Who cares..... No one paid any attention. LOL https://t.co/m3bAcz0q1X,2020-10-24 03:51:30,en,,0.0,0.0,,A Ram,"Follow a few sports. Play badminton, cricket and chess. Interested in international politics, science & research, social issues and money matters.",4708.0,26334.0,91.0,52.0,1.0,False,,,@PKrish2020
#CCP interference and indian media response. 👏🏽👏🏽👏🏽 https://t.co/kHHDFhk4kZ,2020-10-24 03:48:17,en,,1.0,0.0,,Mr.Miyagi宮城さん,"The Day of Reckoning is here
||||||||
計算の日はここにあります",4329.0,9274.0,387.0,154.0,0.0,False,,,@MiyajuSun
"INDIAN  media presenting Raw chief Nepal visit as success indeed it was successful , the day after his visit kalapani lipulekh limpiyadhura goes missing  @kpsharmaoli  #RAW  #Nepal     https://t.co/IYj0xOjML9",2020-10-24 03:45:53,en,,2.0,0.0,,Mausam Basnet,Nature Lover,2419.0,1284.0,855.0,166.0,1.0,False,,,@MausamBasnet8
"Indian media demand 'one India' policy after latest Chinese warning
https://t.co/rHADI9921Q https://t.co/LebD3tWAnE",2020-10-24 03:41:56,en,,505.0,99.0,,Taiwan News,Taiwan News,23775.0,2106.0,1353.0,51063.0,370.0,False,,,@TaiwanNews886
"#FalseIndianMedia
""Indian media in hyper drive with fake news on Pakistan and unfortunate that Twitter is [deliberately ignoring it],"" said Dr Mazari.",2020-10-24 03:40:01,en,,4.0,9.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"#FalseIndianMedia
The absurd claims made by the Indian media compelled ministers and politicians to call on Twitter to take notice of the misinformation.",2020-10-24 03:39:41,en,,6.0,9.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
@R1Ruhi Bcoz Arnab  Indian media become wrost and corrupted  Arnab before he left times now he steal important  Data   Arnab  channel is Bjp  party news channel wich  promtes and marketing Bjp and modi# Arnab  journalism Rip#,2020-10-24 03:38:45,en,,2.0,0.0,@R1Ruhi,avinash,,551.0,718.0,76.0,17.0,0.0,False,,,@avinashsmile43
"Et Tu @IndianExpress!😭

You can say it weird or bizarre!  But, it's the real face of Indian media, popularly known as Godi Media. Of late, I started calling it Gunda Media. Here, the Indian Express compares the crowd in two rallies - one by Rahul Gandhi, and another by PM Modi. https://t.co/f8Yf1VkSde",2020-10-24 03:38:06,en,,1.0,0.0,,Shahid Akhtar,"Just an ordinary man trying to be an Insaan. 

Views & opinions are fully personal. Links and RTs of interest are not endorsement.",17663.0,51867.0,656.0,854.0,7.0,False,,,@shahidakhtar
"#FalseIndianMedia
Indian media and the government would be better advised to focus on the ""protests and unrest currently under way in India"".",2020-10-24 03:33:57,en,,4.0,10.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"#FalseIndianMedia
""Needless to say the Indian media continues to hit new lows,"" Chaudri said.",2020-10-24 03:33:43,en,,4.0,10.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"#FalseIndianMedia
""Such attempts by the Indian media on the behest of the Pakistan obsessed BJP-RSS regime are reflective of a particular, though familiar, mindset,"" said FO spokesperson Zahid Hafeez Chaudhri during his weekly press briefing.",2020-10-24 03:33:22,en,,5.0,9.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"#FalseIndianMedia
Foreign Office (FO) also took notice of the ""malicious and fabricated news reports and propaganda campaign"" in the Indian media. https://t.co/sMHYow8zrO",2020-10-24 03:33:11,en,,5.0,11.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"#FalseIndianMedia
Government ministers on Thursday pointed to the absurdity of Indian media's claims — being shared via their Twitter accounts — that a ""civil war"" had broken out in Karachi and called on the social media giant to take notice. https://t.co/1CEp9VCJo0",2020-10-24 03:32:50,en,,4.0,10.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"Taiwan's Ministry of Foreign Affairs slammed China for issuing a diktat to Indian media over Taiwan's National Day asking the Communist country to ""Get Los...",2020-10-24 03:32:44,en,,0.0,0.0,,Abdulbagi Duwaib,"Good girls are bad girls, who never get caught.",389.0,387.0,76.0,5.0,0.0,False,,,@ADuwaib
"#FalseIndianMedia
Human Rights Minister Dr Shireen Mazari said it was unfortunate that Twitter was ""deliberately ignoring"" Indian media's fake news on Pakistan. https://t.co/oZuN38OxSs",2020-10-24 03:32:33,en,,5.0,10.0,,Aamir,"Mai kya Mairi auqaat kya...
Pakistan🇵🇰 Zindabad ❤️",57647.0,4899.0,1772.0,1615.0,0.0,False,,,@risingstr3
"#BTSOnNDTV
Thank u so much @ndtv for us...its our first Time seeing @BTS_twt on Indian news channel..with my full hearts.. Finally Indian ARMY wish has come over... We are waiting for it from long time and finally...I hope they will visit India very soon...thank u💜💜💜💜💜💜💜💜",2020-10-24 03:30:30,en,,1.0,0.0,,Lee_shifa0506,"~I'm PROUD to call myself a BTS ARMY
💜💜💜💜💜~
#btsarmy
#btsmylife
#btsarmyforever",74.0,705.0,31.0,3.0,0.0,False,,,@LShifa0506
"This week, certain Indian media outlets along with social media handles spread misinformation about a civil war happening in Pakistan. #BOOMFactCheck #FakeNews #CivilWarInKarachi

https://t.co/IC99MaSkVH",2020-10-24 03:30:00,en,,17.0,1.0,,BOOM Live,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",25959.0,1785.0,1184.0,62923.0,558.0,True,,,@boomlive_in
"@ZaidZamanHamid 
https://t.co/KkdcQI6qqg
Indian media is clearly indicating that their army is ready to invade Pakistan but our leadership is ignoring this serious threat",2020-10-24 03:28:01,en,,0.0,0.0,@ZaidZamanHamid,ABDULLAH,,325.0,942.0,9.0,7.0,0.0,False,,,@ABDULLA96305108
Indian media ranking on global level - 142th rank !! https://t.co/DqwBQkSVyS,2020-10-24 03:26:50,en,,0.0,0.0,,Tenacious Prashant 🇮🇳🕊,"#Cricket on week days & #Celebration on weekends🧡 | passionate, progressive & patriotic citizen |
Fan of two world leaders @realDonaldTrump & @narendramodi |",10827.0,9193.0,408.0,966.0,1.0,False,,,@Prashant_Nation
@BBCWorld Indian media has lost credibility long time ago. https://t.co/65roNxOq8c,2020-10-24 03:26:25,en,,0.0,0.0,@BBCWorld,Qaisar,Stand firm against injustice and discrimination ⚡⚡⚡,310.0,16.0,69.0,14.0,0.0,False,,,@qaisarsa
These jhola chap actors in running their shops in the name of journalism are taken for a ride ! Although repurcussions of their incessant reportage was huge and this punishment is meagre but I guess something is better than nothing !  #IndianMedia  @aajtak @indiatvnews  @ZeeNews https://t.co/JFjpeuAzjU,2020-10-24 03:20:20,en,,1.0,0.0,,Jugadwale Engineer,"Atheist, Automobile Enthusiast, Engineer with core specialisation in MS Office",1428.0,2623.0,300.0,31.0,0.0,False,,,@abansal92
"@motspershadow I am so happy that they are putting so much effort!! Tbh I never expect this from Indian media. If this went good, I will throw it at every western interviewer",2020-10-24 03:13:35,en,,1.0,0.0,@motspershadow,⟬⟭ᴮᴱSonia.k⁷⟭⟬,{Bangswift|Bibliophile|Feminist| Fan account} #BTS : Stream Dynamite Ami 💜  She/Her,7704.0,14125.0,524.0,486.0,11.0,False,,,@TaeTay_love
"@arunbudhathoki Oh gwad indian media (drama house) is too much. I doubt india is even a democratic nation, largest democracy ta para ko kura",2020-10-24 03:13:20,en,,2.0,0.0,@arunbudhathoki,Anonymous🇳🇵,🌙☉,6712.0,20799.0,1036.0,445.0,1.0,False,,,@anonymousnpl
"Indian media returning fire after #Trump described Indian air as “filthy” during #Debates2020 
Points out US carbon emissions. https://t.co/a2ndlIpYFX",2020-10-24 03:05:28,en,,9.0,2.0,,James Oaten,"“Australian scribe” covering South Asia for @ABCnews. Opinions = own, retweets ≠ endorsements. oaten.james@abc.net.au - DMs open. Ask for encrypted msg apps.",7920.0,1768.0,2181.0,4042.0,131.0,True,,,@james_oaten
"@IndiaToday Dishonest clipping, 
should have included that he was referring to air, which is indeed filthy in some of our cities.
This cropped clipping leaves impression that India is filthy!
How can people trust Indian media when it has no integrity!",2020-10-24 03:04:51,en,,0.0,0.0,@IndiaToday,Dr Narain Rupani,A general surgeon. Have realised what matters in life is not matter🙏. Re tweets don't imply endorsement.,139322.0,11658.0,1900.0,2395.0,39.0,False,,,@DrRupani
"Most number of cases &amp; deaths over the last 2 weeks!!  
Thank you Indian Media for keeping us updated on important issues!!!!
Btw how many electoral rallies scheduled in the smart state of Bihar? https://t.co/oBMA27ka6D",2020-10-24 03:04:43,en,,0.0,0.0,,KenSir,"Retweets are not endorsements!
Views Strictly personal!
Stock Markets 
Chelsea FC /
Travel / EPL / FPL / UCL /
Politics / Current Affairs",12299.0,25059.0,2378.0,185.0,6.0,False,,,@KenSir1581
"In the second edition of One Less Thing To Worry About, @sidin writes about how pointless most opinion polls are, how they are symptoms of a broader change and how incentives in Indian media changed dramatically post-liberalization. 

https://t.co/Zv491XWMvz",2020-10-24 03:04:31,en,,5.0,5.0,,The Morning Context,"Context is everything. Only read stories that matter. On Internet, Business and Chaos.

Write to us at support@themorningcontext.com",4084.0,688.0,29.0,8599.0,53.0,False,,,@MorningContext
"A large section of our Hindi / English media is being controlled by urban naxals. Most of the regional media houses are owned by politicians. Like the US media, Indian media is also a divided house. There is no common purpose of serving national interests. Hence no solidarity. https://t.co/xCAn4LEjeB",2020-10-24 02:58:45,en,,0.0,0.0,,Anil Kumar G | ಜಿ ಅನಿಲ್ ಕುಮಾರ್,"Truth matters, always | Author | Editor | Tweets are personal |",3691.0,1374.0,365.0,140.0,3.0,False,,,@anilkumarji
"When Pakistan tries to help, it is said that Pakistan is helping terrorists in #Kashmir
And Pakistanis like Hussain Haqqani and Galali Ismail also seem to support the Indian media https://t.co/o4P67dclXY",2020-10-24 02:55:43,en,,1.0,0.0,,ᴍᵘʰᵃᵐᵐᵃᵈ ᴀˡⁱ ɢⁱˡˡᵃⁿⁱ👁️‍🗨️,Rule of Constitution and Corruption Free Pakistan,10701.0,13631.0,973.0,951.0,2.0,False,,,@Ali_Gillani_DGK
"Are you willing to trust Indian media again?
This was a High profile case that’s why media got exposed due to court intervention.

Think about the daily news they air on their filthy channels full of hate.
How it is affecting your mind &amp; your children
#HatePropaganda https://t.co/xy3TNAnQlL",2020-10-24 02:50:49,en,,0.0,0.0,,Manik Bhardwaj,Law & Politics⚠️,634.0,1061.0,377.0,268.0,0.0,False,,,@MANIK____
@MOFA_Taiwan @palkisu @WIONews Indian media do not listen to their own Government and these Chinese creatures wanted to dictate them.,2020-10-24 02:50:29,en,,4.0,0.0,@MOFA_Taiwan,Ritesh Karmakar,"A proud Navodayan. Bengali. Indian first.
UG Chemistry student, Visva-Bharati University. RT's are endorsement, follows are not.",1632.0,5806.0,996.0,68.0,1.0,False,,,@RiteshKarmakar7
"Nobody

Nowadays Indian media to government : https://t.co/yMhdmMHYxx",2020-10-24 02:50:04,en,,4.0,0.0,,Anonymous,"Rebellion , Memes,Farmer
 #Cricketholic 
Spread Love 💓 follow for more love......I'm on Instagram as @hyyanonymous.& fb https://t.co/QCQTCYxPx7",3174.0,9174.0,2945.0,389.0,0.0,False,,,@hyyanonymous
"why indian media is against Joe Biden?
Why indian media sport  Donald Trump?
Is it indian media effecting on 🇺🇸 USA  ELECTION? https://t.co/VBeaUDSncB",2020-10-24 02:49:44,en,,3.0,1.0,,تہمینہ وقار خان یوسف زئی,‏‏‏‏‏‏‏‏‏‏‏‏‏‏شاعرہ۔ ادیبہ۔ حافظہ بی اے ۔ اردو ۔پشتو عربی  ادب کی دلدادہ۔۔۔مسلمان۔  انسانوں سے پیار۔پاکستان کی عوام کی اسان زندگی کے لیے جدوجہد کرنے والی عام لڑ,20134.0,20397.0,1875.0,1880.0,0.0,False,,,@TSaleem13
"why indian media is against Joe Biden?
Why indian media sport  Donald Trump?
Is it indian media effecting on 🇺🇸 USA  ELECTION? https://t.co/oOFD1fAURx",2020-10-24 02:48:29,en,,3.0,1.0,,تہمینہ وقار خان یوسف زئی,‏‏‏‏‏‏‏‏‏‏‏‏‏‏شاعرہ۔ ادیبہ۔ حافظہ بی اے ۔ اردو ۔پشتو عربی  ادب کی دلدادہ۔۔۔مسلمان۔  انسانوں سے پیار۔پاکستان کی عوام کی اسان زندگی کے لیے جدوجہد کرنے والی عام لڑ,20134.0,20397.0,1875.0,1880.0,0.0,False,,,@TSaleem13
"0why indian media is against Joe Biden?
Why indian media sport  Donald Trump?
Is it indian media effecting on 🇺🇸 USA  ELECTION? https://t.co/oOFD1fAURx",2020-10-24 02:47:42,en,,2.0,1.0,,تہمینہ وقار خان یوسف زئی,‏‏‏‏‏‏‏‏‏‏‏‏‏‏شاعرہ۔ ادیبہ۔ حافظہ بی اے ۔ اردو ۔پشتو عربی  ادب کی دلدادہ۔۔۔مسلمان۔  انسانوں سے پیار۔پاکستان کی عوام کی اسان زندگی کے لیے جدوجہد کرنے والی عام لڑ,20134.0,20397.0,1875.0,1880.0,0.0,False,,,@TSaleem13
"Yes, that means #China feels the heat! When Indian media interviews #Taiwan they gets perturbed. #taiwanindia https://t.co/BfnTQYj5MN",2020-10-24 02:47:23,en,,29.0,4.0,,KVS Haridas,"यतो धर्मस्ततो जयः BJP Media Panelist,  Journalist, Columnist, Political Analyst; formerly  Editor, Janmabhumi. Author, 'Swapaksha Vicharangal'.",35764.0,19811.0,4699.0,9920.0,22.0,False,,,@keveeyes
It is important that citizens start seeking accountability from Indian media that has persisted in inciting hate instead of putting the interests of citizens first. Switch off your TV sets. The media is paid to do propaganda. You aren’t paid to believe it.,2020-10-24 02:39:21,en,IN,5.0,1.0,,CA. Manoj Jain 🇮🇳,"Chartered Accountant @Manojsjain_firm, Proud Father, Music lover, Fair Politics supporter, Reluctant runner, Anti Corruption, Candid Tweeter & Techie",2384.0,119.0,260.0,954.0,6.0,False,,,@manojsjainca
"@BBCWorld 
I have to ask one question and i know you will ignore but let me
Being a responsible media why don't you cover the news of a indian news channel Republic who is facing so much of heat from Maharashtra nazi government...
Please 🥺 wake up 
And do help by coveringthenews",2020-10-24 02:34:17,en,,0.0,0.0,@BBCWorld,jai shankar tripathi,,213.0,71.0,58.0,2.0,0.0,False,,,@jai2223
@heyyoo60969335 @SaboorShahzad @FATFNews Why indian media crying,2020-10-24 02:33:05,en,,0.0,0.0,@heyyoo60969335,🅰🅼🅸🆁  🅰🅻🅸 🇵🇰,"Proud Pakistani❤/ #Bleedgreen #Freekashmir
love #PakArmy 💗💖❤
social Actvist...//100% Follow Back 🤗 / #Afridi 💖/@HSKPakistan
||Member Of @TeamGreen_PK3 😅||",13251.0,14752.0,4083.0,4217.0,1.0,False,,,@Oye_Amir
@TheKenWeb creates another brilliant piece to explain how Indian media has been captured by old cronies and what is needed to free the media. https://t.co/v6BGD9Ophu,2020-10-24 02:26:59,en,,0.0,0.0,@TheKenWeb,Shantanu G,Nowhere Man,1578.0,245.0,88.0,207.0,2.0,False,,,@mishantanug
"4. again (India)
China really doubling down on the whole ""lecture the Indian media"" thing after previous efforts backfired spectacularly. It seems that they never learn from their mistakes. Here they lecture WION news about what they should produce.
https://t.co/fK4lM4ij2j",2020-10-24 02:16:18,en,,0.0,0.0,@NineDragons2,Nine Dragons,"I am Kowloon, the Dark Side of Hong Kong. The place where you realise that Blade Runner is basically real, right here, right now.",7950.0,1105.0,105.0,284.0,5.0,False,,,@NineDragons2
"@ImranKhanPTI @PakistanPMDU NDTV: Worst Political Crisis In Pak Since Imran Khan Took Over 2 Years Ago.
https://t.co/dZhaHWu7cT

via @GoogleNews who is responsible this Begairat Dal'la niazee, that Indian media give statement like this.",2020-10-24 02:16:18,en,,0.0,0.0,@ImranKhanPTI,Imad Khan,me myself.,220.0,0.0,0.0,0.0,0.0,False,,,@ImadKha24781792
@TOIIndiaNews Phir becharey 20 ko China seh nihatthhey  kyo ladah diyah.Hypocrisy. it's time Indian media wakes up to the real world.,2020-10-24 02:14:59,en,,0.0,0.0,@TOIIndiaNews,VM Friend,IIT KGP. They will beat their swords into plowshares and their spears into pruning hooks.  Isaiah 2:4,135859.0,30054.0,1061.0,690.0,37.0,False,,,@martinv17
@farhankhtar1 It is not indian media 🤣 https://t.co/QV9hHJ5v5M,2020-10-24 02:13:04,en,,0.0,0.0,@farhankhtar1,Mahira,"i am a proud ahmadi Muslim and indian 🇮🇳
#freebalochistan #freekurdistan",2084.0,7826.0,242.0,296.0,0.0,False,,,@mahira3728
"@palkisu @WIONews @ChinaSpox_India @MOFA_Taiwan Palki Ma'am; WION News is doing the perfect job to counter Chinese Information Warfare &amp; retaliating them in their own coin.

Never seen such well coordinated effort on Information Space by an Indian Media Unit.

Carry it on.",2020-10-24 02:12:55,en,,11.0,2.0,@palkisu,Abhishek Das 🇮🇳,"An Indian Imperialist who tracks Geostrategy, Conflict Zones, WMD, Hybrid Warfare, Gunboat Diplomacy, Espionage, Counter Terrorism & Organised Crime",11379.0,5270.0,843.0,644.0,4.0,False,,,@abhish_31
"@GanievKaur Not defending anyone,, it's just that if we keep this in mind we won't be able to enjoy the Interview. And this is the first time BTS has given an interview to Indian Media,, it's huge.",2020-10-24 02:09:14,en,,1.0,0.0,@GanievKaur,𝙹𝙸𝙽'𝚂 𝙱𝙾𝚃𝚃𝙾𝙼 𝙻𝙸𝙿⁷,"#𝒥𝒾𝓃 : ᴳⁱᵛᵉ ᵐᵉ ᵒˡᵈ ᶠᵃˢʰⁱᵒⁿ ˢᵒʳᵗ ᵒᶠ ˡᵒᵛᵉ!

 
                                                          •She/Her",13814.0,31796.0,3900.0,4967.0,42.0,False,,,@jinsthiccbooty
"What Indian media needs are half a dozen @palkisu s.

Watch and learn. @sardesairajdeep @SreenivasanJain @sagarikaghose @khanumarfa @navikakumar @nidhi and Arnab Goswami.
@ndtv @IndiaToday @News18India @MumbaiMirror @TimesNow https://t.co/ZD7z5ISN3q",2020-10-24 02:02:51,en,,2.0,1.0,,Seshan Ranganathan Indian,"Husband of one, father of two, Exec. Editor of TISA (MSME mag), Trustee, Health, Education And Development (HEAD) Trust and in actual essence, a poet.",49270.0,3445.0,409.0,710.0,10.0,False,,,@seshanm
@WIONews @palkisu @MOFA_Taiwan @ChinaSpox_India @China_Amb_India India should warn China from interfering or dvising or type to control Indian media....,2020-10-24 01:53:41,en,,0.0,0.0,@WIONews,R Chandrasekar 🇮🇳,,642.0,4244.0,205.0,10.0,1.0,False,,,@RChandr27266477
"#FalseIndianMedia                           Inspection of the site targeted, however, found no evidence of a training camp and instead of scores of terrorists fatalities as per the Indian media, the sole casualty appeared to be a crow...!!! @WeTeamISP https://t.co/3kBURmJLSM",2020-10-24 01:51:30,en,,2.0,11.0,,Ｊａｖｅｄ Ａｗａｎ,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏میرے محبوب وطن تجھ پہ اگر جاں ہو نثار💚
میں یہ سمجھوں گا ٹھکانے لگا سرمایۂ تن
 پیارے وطن  🇵🇰
‎‎‎@TeamISPofficial
 ‎‎‎‎",79901.0,8745.0,7784.0,8505.0,0.0,False,,,@No1Javed
