Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:34,en,,0,441,,HUSTLE FOR A CAUSE,,408,1677,18,7,0,FALSE,,,@Fi8ng_Ignorance
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:34,en,,0,441,,Moanyavar🏹,"Head of All India Singles Association (AISA).
We work for the upliftment of all the singles of India.Shona babu stay away😠
#TeamBaan🏹",34636,1840,179,308,0,FALSE,,,@moanyavar
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:34,en,,0,441,,SN,RT are not endorsement,45531,45787,489,174,1,FALSE,,,@sach_n01
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:33,en,,0,441,,Adil عادل 🏹,New Account. My 11 year old account @madil80 suspended without assigning any reason. Restore my account. RT's ≠ endorsed. AK fan. https://t.co/4lcoGfjSZw,138026,68,288,590,2,FALSE,,,@m_adil80
"It's very sad that Indian media is busy in everything but that don't have time to show the real issues we are facing. Even many suicide didn't cover anywhere. Wake up else people lose any hope from you, Except few. 
#jobloss #CovidVaccine
#coviddeath @kunalkamra88 #indianmedia",13-11-2020 06:33,en,IN,0,0,,Ankit_berojgar,"🖼Designer
✍Innovator
🎓Textile designer NIFT, gujrat |India|
🎨Graphic designer
🤗 Social worker
🏖Trave
🌿Nature & lover❤
Do check out👇",154,92,71,15,0,FALSE,,,@Ankit_dnxtbgtng
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:33,en,,0,2329,,M Pasha_Peace Lover,Truth and Justice are the only way out to lead a peaceful life. Lie and injustice would have to die a horrific death one day.,1601,3891,56,9,0,FALSE,,,@MuqthiyarPasha5
"RT @CitizenKamran: Also the same Indian media which is so enthusiastic about Obama is not showing what Obama said to Modi. 

This shows how…",13-11-2020 06:33,en,,0,9,,Mona Ambegaonkar,"Actor, Activist, Adventurer...Indian Citizen...won’t be moving to Pakistan, ever. 🤪🤪🤪 Truth & Satire & Humour. Be-shaq.",88190,19005,725,16572,102,TRUE,,,@MonaAmbegaonkar
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:33,en,,0,441,,s,believe in humanity,36144,117680,3878,1252,0,FALSE,,,@Sameer__27
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:33,en,,0,441,,Ashwin Baindur,Amateur naturalist. Mentor children's nature club. IA Combat Engineer veteran. #Wikipedia n. Swore lifelong oath to protect India's Constitution.,156137,202499,4771,2812,65,FALSE,,,@ashwin_baindur
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:32,en,,0,2329,,Arjun,civil engineer,409,1563,43,25,0,FALSE,,,@Arjun77373565
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:31,en,,0,2329,,vikiiوکی,"Engineering teacher. Book lover. Religion is envisaged for politics it fosters the imagination of an imaginary power in it. Love all creatures,equality,humanity",22217,27157,2647,471,1,FALSE,,,@vikii62211
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:31,en,,0,2329,,manish Kumar purohit,The one who tries to destroy unity of our India are the real Enemy of our India..,2104,9008,716,97,0,FALSE,,,@manishKumarpu13
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:31,en,,0,441,,Sahu_Ji 🏹,I'm a famous person in parallel universe... 🕺🕺,6017,3011,289,35,0,FALSE,,,@sarangsahu
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:30,en,,0,441,,...,“What is important is to go through everything with a smile.”,109784,124115,732,971,48,FALSE,,,@iSarang_
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:30,en,,0,2329,,dsulemani,,896,1759,23,6,0,FALSE,,,@DANISH99135105
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:29,en,,0,441,,Md Tarique,"Proud Muslim

एक सच्चा हिन्दुस्तानी",79920,22794,140,1635,36,FALSE,,,@BeingTarique07
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:29,en,,0,441,,Divyakumar ✋,funloving,24776,32702,1205,1087,1,FALSE,,,@Divyaku67835093
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:29,en,,0,441,,WhatsApp University,"|PARODY|

| Satire | Puns | Memes| sarcasm |",16878,22104,274,4520,2,FALSE,,,@ianonymousta
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:28,en,,0,2329,,chander sharma,,18389,43175,334,179,0,FALSE,,,@Chanders68
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:28,en,,0,2329,,ahmed sha,,13222,3324,121,63,7,FALSE,,,@Ahmedsha85Sha
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:28,en,,0,441,,Vikas Yadav,"Mariner, Educationist, MBA-Australia, Socialist-Feminist Views. Abusive People, Please Stay Away.",13104,20790,1313,830,3,FALSE,,,@vikassingh12aug
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:28,en,,0,2329,,SAHIL SIDDIQUI,"We have no right to believe that freedom can be won without a struggle. 
 Che Guevara.",22661,41533,546,167,0,FALSE,,,@sahiljackman
"@CNNnews18 Praise US media for censoring Trump
Run a story daily on baseless allegations of politician lost in India

- Indian Media journalism",13-11-2020 06:28,en,,0,0,@CNNnews18,Gautam,,3811,527,210,22,2,FALSE,,,@GautamRajgarhia
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:28,en,,0,441,,Aritro 🔗,Twitter is currently my favorite Social media platforms because here I realized people are dumber than me,395,431,295,44,0,FALSE,,,@bistrowww
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:28,en,,0,2329,,Theraaze,,59,1406,111,2,0,FALSE,,,@theraaze
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:28,en,,0,441,,Abhishek KinG,"Love --- Music ,Travel ,Crazy for Bollywood &Hollywood Movies ,   BiGGBosS Fan 😎😎😎",41321,59479,1190,345,2,FALSE,,,@coolestabhi14
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:28,en,,0,2329,,Rohit Joshi,"राजकारण⛳
🙏जय महाराष्ट्र🙏🎪
#अंधभक्त लांबच चांगले🙏",18812,154868,128,2836,3,FALSE,,,@RohitAshokJoshi
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:27,en,,0,441,,Bobson John,Believer ¦ Compulsive Retweeter ¦ RTs - for reference in the afterlife,21841,48333,3268,110,0,FALSE,,,@bobson07
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:27,en,,0,441,,Bej ✋,"I support @INCIndia 

Love my nation.

Motivated by the quote  ' The secret of getting ahead is getting started' .

Retweets are not endorsement",35492,67008,2147,2107,0,FALSE,,,@bej_2019
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:26,en,,0,2329,,Arbaz Shaikh,"Loyalty, Equality, Honesty
Secular INDIA",328,470,68,1,0,FALSE,,,@arbaz862
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:26,en,,0,2329,,Sultan _Zahid. India🇮🇳,"Proud to be Indian national congress
🇮🇳🤚🇮🇳

     💪 Save India save democracy 💪",42260,16784,1385,2366,1,FALSE,,,@sultan_bharat
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:26,en,,0,441,,TeeJay - Tom Jose,"CONGRESS SUPPORTER -  Nation & humanity first, religion last. Hates oppression, discrimination, racism. - Better to light a candle than to curse darkness.",33014,31684,1991,2952,6,FALSE,,,@tjose66
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:26,en,,0,441,,Namrata,,6252,14711,1633,1609,0,FALSE,,,@Namrata54999515
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:26,en,,0,441,,Narundar Parody,"| This is a PARODY account, Satire & Sarcasm |",18112,47206,866,16190,16,FALSE,,,@NarundarM
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:26,en,,0,441,,Akshay Singh Bisht 🇮🇳,"Life is like riding a bicycle. To keep your balance, you must keep moving. — Albert Einstein;

@INCIndia CongressMan Politics ✋",25203,46974,162,368,1,FALSE,,,@Akshaysinghbis3
"RT @Asimp111: The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman

#BalochistanWelcomesPMIK",13-11-2020 06:25,en,,0,7,,Ayesha PTI IVF,proud to be insafiyan,495,23,26,25,0,FALSE,,,@IvfPti
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:25,en,,0,441,,Nishant Kumar🏹 #Teambaan,"I write what I feel.
 



Retweet ≠ endorsement
#TeamBaan",481,4996,186,27,0,FALSE,,,@Nishu517
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:25,en,,0,2329,,the_nightrider,,1709,1251,205,23,0,FALSE,,,@ji_nahi
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:25,en,,0,441,,Abhishekh,"Retweets are not endorsements.
Views are personal.",18943,19335,302,173,0,FALSE,,,@pabhishek507
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:24,en,,0,441,,Vikash,"Devotee of SRK, RONALDO AND DHONI",9696,6920,225,248,0,FALSE,,,@VI_naldo
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:24,en,,0,441,,Adolf Heckler🏹🏹,"Parody account 
India version of adolf hitler.chaddi gang ka dada. Hidden #Teambaan fighter.",36465,64311,1467,453,0,FALSE,,,@Zero0ness
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:24,en,,0,441,,Anonymous,,19889,85130,368,96,0,FALSE,,,@the_anon_guy_
"RT @SureshNakhua: How can @BarackObama write this for @RahulGandhi ?

Is he more knowledgeable than Indian journos and Indian media outlets…",13-11-2020 06:24,en,,0,42,,Raj#NAMO,I am die hard supporter of Our Prime Minister Shri Narendra Modiji. Karyakarta of Bhartiy Janta Party. Pro hindu and Nationalis,198827,185206,1193,1566,0,FALSE,,,@RajeevS27545206
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:24,en,,0,441,,αуααη,THe BiggesT SLap To YouR EneMies is YouR Success....,65572,74014,516,534,0,FALSE,,,@ALiAsgar998
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:23,en,,0,441,,Anjana Om Modi (Parody),Parody! Account not Affiliated With Anjana Om Kashyap ! Proud Modia Anchor ! follow our facebook family https://t.co/AHGtVIGCSz,21435,24575,193,10025,7,FALSE,,,@AnjanaOmModi5
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:23,en,,0,441,,Lives Matter,CA. Working from home.,165270,221,586,318,56,FALSE,,,@TejasGadiya
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:23,en,,0,2329,,shaikshaber,,562,395,22,2,0,FALSE,,,@shaikshaber
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:23,en,,0,2329,,Sar-ca-stick baba,जननी जन्मभूमिश्च स्वर्गादपि गरीयसी.,50091,19273,359,124,17,FALSE,,,@bole_baba
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:23,en,,0,2329,,ajaz shaikh,Business Development Head For Better Diabetic Living INC,7716,13803,1758,89,0,FALSE,,,@ajazshaikh007
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:23,en,,0,441,,Bhavya 🦩,•|Euphoria-Ecstasy-Entrepreneur-@ncbn Admirer|•,41403,61749,590,9699,9,FALSE,,,@unexpected5678
"RT @CitizenKamran: Also the same Indian media which is so enthusiastic about Obama is not showing what Obama said to Modi. 

This shows how…",13-11-2020 06:23,en,,0,9,,Ankit Srivastava ✋,Research and Edit for JaiHind @JHWeekly,226602,173647,3032,2147,14,FALSE,,,@impressionsAS
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:23,en,,0,441,,E vosky,"'When you pray for rain, you got to deal with the mud too.'-The Equalizer",8903,5950,232,55,0,FALSE,,,@annumIs17
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:23,en,,0,2329,,Brouhaha,Pain is an invitation to burn your ego.,85428,55323,3089,2826,15,FALSE,,,@masterofhind
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:23,en,,0,2329,,Rakesh Naraparaju,#India #Gandhiji #Nehruji..! Moments That Took My Breath Away Are The Best Times Of My Life. ReTweets are Not Endorsement,24187,7333,488,1204,18,FALSE,,,@Rakesh_INC
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:23,en,,0,2329,,s,believe in humanity,36144,117680,3878,1252,0,FALSE,,,@Sameer__27
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:22,en,,0,441,,,.....,91344,15523,953,364,1,FALSE,,,@251tktk
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:22,en,,0,441,,Nadeem,"Assalamu Alaikum Wa'Rahmat Ullahi Wa'Barkatahu,  

Saare Alame Islam ke Musalmanoun ke Liye Dua'oun ki Guzarish ...!",4274,8516,117,410,0,FALSE,,,@ndmmkhn
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:22,en,,0,441,,Irfan,"Thukra Do Gar Mile Tumhe Zillat Se Samandar, Izzat Se Jo Mile To Woh Qatra Bhi Bahut hai!!!!👊👊👊✊✊✊",5794,5530,199,38,0,FALSE,,,@IRFAN90754
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:22,en,,0,441,,Ahnaf T,Proud தமிழன்(Tamil),3528,4664,246,14,0,FALSE,,,@_Tamizhan_da_
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:22,en,,0,2329,,Ramachandran,https://t.co/NGspP1NfxA from IIT Madras. INC and Rahul Gandhi Supporter. RT not endorsement.,5678,44756,506,436,1,FALSE,,,@ramachandranve
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:22,en,,0,441,,Laxmi Sagar,"Built Environment specialist. NIT-W, NYU. Interested in Politics, Economics (mix of Keynesian & Friedman), & Nature. Chelsea FC. RTs not endorsements. 🇮🇳",2669,3991,170,42,0,FALSE,,,@ContrarianLaxmi
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:22,en,,0,2329,,RAJESH AGARWAL,"Must knock on doors until your knuckles bleed. Doors will slam in your face. You must pick yourself ,dust yourself,and knock again. It’s the only way to achieve",74569,9103,2584,3454,84,FALSE,,,@RAJESHRAJESH23
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:21,en,,0,441,,Mohd Rizwan,"गोबर भरे दिमाग वाले भक्त दूर रहे।
🇮🇳 जय हिंद जय भारत 🇮🇳
Retweets do not necessarily reflect my views🏹",14295,28214,920,602,0,FALSE,,,@luckyrizwan2005
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:21,en,,0,441,,Gaurav Nivsarkar,"Geek and nerd in equal measure. Reader and consumer of good content. Cricket purist,Android developer, software enthusiast. Trying to broaden perspective.",17929,6118,1211,147,1,FALSE,,,@GauravNivsarkar
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:21,en,,0,441,,Fazlullah Badar,A true Indian by birth & A civil engineer by profession.,10642,15938,141,83,0,FALSE,,,@FazlullahBadar
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:21,en,,0,2329,,Santhosh Govindu,Interested in Journalism,725,481,21,3,1,FALSE,,,@SanthoshGovindu
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:21,en,,0,441,,Genius,Student,40328,58976,997,203,0,FALSE,,,@SarojK304
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:20,en,,0,441,,Rana Dev Rajbanshi,,144063,170297,620,720,13,FALSE,,,@Bondrana
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:20,en,,0,441,,Akhilesh,Associate Producer on Zack Snyder's Justice League,35854,120174,936,170,0,FALSE,,,@iAkhil25i
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:20,en,,0,441,,Schrödinger's smiley 🏹,"she/her , views are personal , AAP supporter.",6736,34879,270,135,0,FALSE,,,@abmeinkyahibolu
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:20,en,,0,2329,,sahil khan,,865,1912,241,29,0,FALSE,,,@DjDreamybull
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:20,en,,0,441,,Times of maryada 🖤☀️,"Super hero of marvaleE comics (Captain Maryada) 🦸

Parody account 
(100% fake ) 
we don't sell or buy  maryada over here 🔥🔥🔥🦅",10388,3999,706,8303,11,FALSE,,,@TMaryada
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:20,en,,0,441,,Naman,Atheist || Rationalist || Animal Lover || Anti Religion || Anti BJP ||,5093,33489,2436,1696,0,FALSE,,,@Atheist_Naman
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:20,en,,0,441,,Waseem علی دا ملنگ,Digital Transformation | SmartCities | #UX | #Cloud | #AI | #IoT | #BigData | #Blockchain | #TyrionLannister | He is 🐱 Jini | #Philanthropist | #Peace,38879,64627,2927,924,7,FALSE,,,@wakhfi3940
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:19,en,,0,441,,Kumar Divashankar,Bihari || Social Media Geek ||  Photoshopper || Political Analyst || Poet || Ideology of @RJDforIndia.,38665,67830,194,3315,1,FALSE,,,@KrDivashankar
"RT @Nher_who: As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party…",13-11-2020 06:19,en,,0,441,,Hitesh,🇮🇳 | @ManUtd | Bhangra 🎶 | Ferrari F1 | @pbn follows | Loves everything about Africa and Punjab | Aircraft fanatic ✈️ | Believe in Humanity ❤️,48951,5222,1448,1303,23,FALSE,,,@hit33sh
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:19,en,,0,2329,,Mulla Bihari,Waiting for the inevitable to happen.,7195,21097,457,74,1,FALSE,,,@mulla4590
"As per Indian Media, Bihar saw a Modi wave

Despite RJD getting the highest vote share and becoming the single largest Party

such is the biasedness of our Media.",13-11-2020 06:19,en,,4659,441,,Nehr_who?,"Parody, Yehi apna official hai. Follow my backup account @nehrr_who",1597,34268,143,116074,103,FALSE,,,@Nher_who
"RT @YonSolitary: @Ambreenzaidi 15/ Indian media (aka US-UK-Foreign funded media) will never tell the full truth. 

https://t.co/unAlwaFMJo",13-11-2020 06:18,en,,0,2,,🎗⏳The Solitary Reaper🕉🍀,"They say time heals all wounds.

Perhaps it is coz with each passing day, you realise that you are closer to death by one day.

And that offers some consolation",94786,249462,4998,2770,19,FALSE,,,@YonSolitary
"RT @Asimp111: The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman

#BalochistanWelcomesPMIK",13-11-2020 06:16,en,,0,7,,Asim Paracha IVF,Team sareAam,20682,6443,1646,1590,1,FALSE,,,@Asimp111
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:16,en,,0,2329,,Binod Kumar,"A LIBERAL, SECULAR & HUMANITARIAN. An INC Supporter.
Secularism is the very spirit of India.
RT not necessarily endorsed....Assured FB to secular handles 🙏🙏",12464,57714,4691,5405,6,FALSE,,,@Binod1048
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:15,en,,0,2329,,Karthick,,15948,61075,1358,65,0,FALSE,,,@karthick11dev
"Obama has badly trolled India’s  blue eyed prince Rahul Gandhi. 

Indian media’s headline : Rahul Gandhi found a place in Obama’s memoir ❤️❤️❤️

😂😂😂😂",13-11-2020 06:15,en,,3,0,,|𝓡𝓾𝓶𝓲𝒾’𝓈 𝓑𝓻𝓸’𝓼 𝓑𝓲𝓻𝓽𝓱𝓭𝓪𝔂|,Life is too short to keep grudges ||A woman who believes women are equal to men ||,103401,48122,109,771,7,FALSE,,,@iHRumii_B
"RT @alamgirizvi: In 4-h, you understand ur husband whole life attitude, tell me. Obama meet RG less then 4-h. 

1-st go read what Obama wri…",13-11-2020 06:13,en,,0,3,,SRINIVASAN RANGANATH,"Senior citizen,keen observer of politics,interested in meaningful comments and reply.No abuses please.Re-tweets not an endorsement.",149711,114325,984,413,48,FALSE,,,@srini0851
@commandconquer5 @RahulTy63056586 @majorgauravarya Propagandists Indian media has brainwashed you people 😁... Ruling party if Pakistan has 70% pushtunes.,13-11-2020 06:12,en,,0,0,@commandconquer5,Talha Farooq Khan niazi🇵🇰,"#Proud_Pakistani
➡️Mariner/Seafarer⚓
🇵🇰🇹🇷🇲🇾🇧🇩🇦🇫🇮🇷🇮🇶🇳🇬🇸🇦🇴🇲🇾🇪🇶🇦🇧🇭🇹🇯🇪🇬🇮🇩🇰🇼🇹🇲🇺🇿🇯🇴🇲🇱",4719,22503,502,303,1,FALSE,,,@Talhafarooqk07
"RT @Asimp111: The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman

#BalochistanWelcomesPMIK",13-11-2020 06:12,en,,0,7,,IVF❤M U N E E B ❤جنجوعہ❤,‏‏‏10 آئی ڈی معطل ہو چکی ہیں . پاکستان اور آرمی کا دفاع کرنے والا ہوں عمران خان کا کارکن ہوں ۔ IVF کا سربراہ ہوں,3807,1179,456,750,1,FALSE,,,@ZiddiMuneebJ
"The Indian media is so happy that it is giving coverage to Maulana Fazlur Rehman

#BalochistanWelcomesPMIK",13-11-2020 06:11,en,,1,7,,Asim Paracha IVF,Team sareAam,20682,6443,1646,1590,1,FALSE,,,@Asimp111
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:11,en,,0,2329,,Er. Siva Prasad Rath🏹,,1850,7098,283,42,0,FALSE,,,@SivaPrasadRath
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:11,en,,0,2329,,DK.writes,"IIITian
Explorer
Reader
Nationalist
सत्यमेव जयते। जय हिंद जय भारत।",2140,34294,783,112,0,FALSE,,,@dhruval99kush
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:10,en,,0,2329,,சிவராசு தமிழன்,தீதும் நன்றும் பிறர் தர வாரா,2368,6434,288,69,0,FALSE,,,@sivaraj794
"@dravirmani As per Chinese reports today, the disengagement process as narrated by Indian media is not correct and could lead to confusion. There still seems to be major points of disagreement. Why is India in a hurry? Is Trump's exit a reason?",13-11-2020 06:10,en,,0,0,@dravirmani,devrishi singhal,"A retired Army Officer. Loves movies, football, books and travelling.",8329,37120,68,136,0,FALSE,,,@dev2908
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:09,en,,0,2329,,irfan blr,"student , aviator😍, cricket love❤💓
proud TO be INDIAN🇮🇳🇮🇳",24704,29273,211,159,0,FALSE,,,@irfanzakbellar
"RT @srivatsayb: On a day RBI announced that India is in an economic recession for the first time in our history, 

Instead of questioning P…",13-11-2020 06:09,en,,0,2329,,ubaid khan,Allah kafi hai mere muamlat k liye...,1273,1112,286,25,0,FALSE,,,@naanchap
